,username,tweet,hashtags,label,labeled_tweet
443,onlymehere9,"France has (had?) The best conventional nuclear energy.
If whispers from across the channel are true, EDF is ""renegotiating"" terms. They also have cost issues at Hinkley and are asking for more cash even before starting Sizewell (if it happens)",[],"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0}",neu
444,iam__network,"Neoen puts 30MW store in Finland 

READ MORE:  https://blog.iammarketingmedia.com/neoen-puts-30mw-store-in-finland/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/pjJ94O0KUQ","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
445,uknuclearenergy,GB Grid: #Nuclear is generating 3.98GW (13.83%) out of 28.78GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
446,tariq89103779,"Very few people know that he was against our nuclear program, even our peace full nuclear energy program.",[],"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0}",neu
447,theotherbond,Yes the country that has a space programme and nuclear energy poor buggers,[],"{'neg': 0.173, 'neu': 0, 'pos': 0.268, 'compound': 0}",pos
448,real_dprk,"Mirae Scientist Street, a new street built in 2015. Here is located the Kim Chaek University of Technology, very advanced in nuclear energy research ☢️ #NorthKorea #architecture #beauty #city #building #tourism #university #nuclear #travel #art #NuclearEnergy #Science #research pic.twitter.com/44ofVnXNsW","['#northkorea', '#architecture', '#beauty', '#city', '#building', '#tourism', '#university', '#nuclear', '#travel', '#art', '#nuclearenergy', '#science', '#research']","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0}",neu
449,asean_energy,"2. Nuclear Energy Cooperation Sub-Sector Network (NEC-SSN) and Renewable Energy Sub-Sector Network (RE-SSN) 
3. Heads of ASEAN Power Utilities and Authorities (HAPUA) and ASEAN Council on Petroleum (ASCOPE) –
4. Energy Efficiency & Conservation Sub-Sector Network (EE&C-SSN)",[],"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0}",neu
450,mboudry,"Irrational opposition to nuclear energy should stop, according to climatologists and energy experts at @UCLouvain & @ULBruxelles. European political opinion has been held hostage to a minority ideology which is totally unrealistic and utopian. /4  https://drive.google.com/file/d/1V3Q3nmlQ0X7-VQ4zC4Y3dDDSMNFbspXt/view?usp=sharing … pic.twitter.com/PlWxFS4gUV",[],"{'neg': 0.107, 'neu': 0.794, 'pos': 0.098, 'compound': 0}",neu
451,street_ph,Not far from 25 percent at the peak of nuclear energy in the 1990s.,[],"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0}",neu
452,crowdthermaleu,The initiators of the German Elektrizitätswerke Schönau bought the local #electricity grid in the 90s to move away from nuclear energy. Today the #cooperative sells excess electricity from #renewableenergy sources such as #hydropower and #windenergy. #CROWDTHERMALinspiration pic.twitter.com/puD4bcNz2u,"['#electricity', '#cooperative', '#renewableenergy', '#hydropower', '#windenergy', '#crowdthermalinspiration']","{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0}",neu
453,oecd_nea,"Minister @KurtykaMichal will discuss the proposed Energy Policy of Poland 🇵🇱 until 2040 (EPP2040) & share his perspectives on the #cleanenergy transition.

Register now ➡  https://bit.ly/3dMIqdI  pic.twitter.com/IcZkLls1dt",['#cleanenergy'],"{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0}",neu
454,nickanoiko,"#nuclearenergy
 https://www.nei.org/fundamentals/what-is-nuclear-energy …",['#nuclearenergy'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
455,iam__network,"The Investor | Why renewable energy is fuelling investor interest 

READ MORE:  https://blog.iammarketingmedia.com/the-investor-why-renewable-energy-is-fuelling-investor-interest/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills+ pic.twitter.com/MfGynk9lFE","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0}",neu
456,drsdrky,"Nuclear energy, as it turns out, is expensive. ... According to the Nuclear Regulatory Comission, the process would take around 20 years and cost $4.4 billion, the most ever for decommissioning a plant.",[],"{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0}",neu
457,volcanicfin,"Nuclear energy creates waste, so it wouldn't be so clean",[],"{'neg': 0.17, 'neu': 0, 'pos': 0.466, 'compound': 0}",pos
458,atkinsglobal,"""Never leave a site without a 3D model."" Darren Grears spoke to Nuclear Energy Insider about how #digital #technology helped the team scan a #nuclear reactor in 20 mins, while following social distancing:  http://ow.ly/L8KP50A43vV  pic.twitter.com/7x2X5RamsE","['#digital', '#technology', '#nuclear']","{'neg': 0.0, 'neu': 0.91, 'pos': 0.09, 'compound': 0}",neu
459,uknuclearenergy,GB Grid: #Nuclear is generating 3.87GW (13.76%) out of 28.12GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
460,iam__network,"Editorial: Behind the scenes, some important negotiations over renewable energy 

READ MORE:  https://blog.iammarketingmedia.com/editorial-behind-the-scenes-some-important-negotiations-over-renewable-energy/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/1a9ZqRxcJS","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0}",neu
461,boldsilver99,Nuclear Energy has Zero Emissions.,[],"{'neg': 0.0, 'neu': 0, 'pos': 0.344, 'compound': 0}",pos
462,bilbre1,"developing Iran’s 
nuclear energy and space programs, are often linked to Moscow’s opposition to harsh measures 
levied in response to Iran’s nuclear transgressions. 
For years, the United States applied pressure through diplomatic channels 
and sanctions",[],"{'neg': 0.124, 'neu': 0.756, 'pos': 0.12, 'compound': 0}",neu
463,liamf37748386,Nuclear energy is the best way forward.  https://twitter.com/cringe_panda/status/1270906458360606720 …,[],"{'neg': 0.0, 'neu': 0, 'pos': 0.474, 'compound': 0}",pos
464,vsimpatizzanti,Nuclear energy CLEAN?! Fukushima still didn't teach you anything? 🤦‍♂️🤦‍♀️,[],"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0}",neu
465,malkydel,"Exactly! No metahumans? No goblinisation? No widespread cybernetics? No skulljacks? Texas and California are still here? Independent Canada? What even is this hellscape of possibility denied! Arm the nuclear energy companies, right now.",[],"{'neg': 0.212, 'neu': 0, 'pos': 0.141, 'compound': 0}",neg
466,stef_saywhat,"I think diesel vehicles should be banned with the exception of trucks, encourage more public transport, make petrol engine and hybrid(not electric)more affordable. Also switch to nuclear energy, it’s cheap, it’s clean and the sustainability and longevity it’s amazing",[],"{'neg': 0.061, 'neu': 0, 'pos': 0.243, 'compound': 0}",pos
467,uknuclearenergy,GB Grid: #Nuclear is generating 3.86GW (14.59%) out of 26.46GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
468,cruxinvestor,"This one's on the house.

Learn how to invest in #Uranium (36-Page Report).

Free, no catch. Just enter your email.

Click here:  https://digify.com/a/#/view/d3ef4f40477e463f846e321cddf0af41 …
$GLO #NuclearEnergy #ASX #TSX #AIM #NYSE pic.twitter.com/D7FkPhO7sq","['#uranium', '#nuclearenergy', '#asx', '#tsx', '#aim', '#nyse']","{'neg': 0.064, 'neu': 0.841, 'pos': 0.096, 'compound': 0}",neu
469,oben100000,"But 
Sorry
You dont know what's the origine of nuclear energy
No Strong force
No Electroweak force 
No E = mc2
Atom model contains DM
Proton is only Heavy Positron
It's enough!",[],"{'neg': 0.269, 'neu': 0, 'pos': 0.065, 'compound': 0}",neg
470,figasgaliana,"Megaproyectos ya clásicos: falta de licencias, acuerdos opacos, amenazas y chantajes, trámites caducados, actuar a hechos consumados y extractivismo rural 👇 #NuclearEnergy
 https://www.eldiario.es/ballenablanca/dividido-vecino-pueblo-Salamanca-proyectada_0_1036597092.html …",['#nuclearenergy'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
471,iam__network,"Unlock corporate sourcing of renewables to deliver a cleaner, stronger EU, say multinationals 

READ MORE:  https://blog.iammarketingmedia.com/unlock-corporate-sourcing-of-renewables-to-deliver-a-cleaner-stronger-eu-say-multinationals/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills pic.twitter.com/HJyx6qMx8A","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0}",neu
472,virgiliormneto,"Given all that, HYBRID cars are closer to being more green than fully electric ones.

The future of mass use of eletric cars also depends on nuclear energy (which is STILL more cost efficient than solar, wind or less impactful than hydroelectric sources).",[],"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0}",neu
473,totterdell91, https://twitter.com/NRCgov/status/1270767840619122692 … YES #auspol We need Reliable electricity from 24/7 ULTRA Low CO2  #Thorium #nuclear Energy YES #NuclearEnergy,"['#auspol', '#thorium', '#nuclear', '#nuclearenergy']","{'neg': 0.084, 'neu': 0, 'pos': 0.358, 'compound': 0}",pos
474,iam__network,"Analysis of Applicable Provisions to Renewable Energies in Mexico 

READ MORE:  https://blog.iammarketingmedia.com/analysis-of-applicable-provisions-to-renewable-energies-in-mexico/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/DdB4hPbjQE","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0}",neu
475,uknuclearenergy,GB Grid: #Nuclear is generating 3.87GW (16.40%) out of 23.59GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
476,unieastfinland,MSc Aderemi Fayoyiwa studied in her doctoral thesis effects of #chemical composition and interlayer cations on #swelling #pressure of #smectite #clay minerals. Public examination in English 16 June online. #uef #chemistry #NuclearEnergy #waste #environment  https://bit.ly/3fjkbUR  pic.twitter.com/VeylJ1Te5C,"['#chemical', '#swelling', '#pressure', '#smectite', '#clay', '#uef', '#chemistry', '#nuclearenergy', '#waste', '#environment']","{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': 0}",neu
477,energygenera,"U.S. Lawmakers Propose A Major #Clean #Energy Stimulus.
Smart investments in these areas can help America #decarbonize, put people back to work, and help our national, state, and local #economies recover.’

More details at: https://oilprice.com/Latest-Energy-News/World-News/US-Lawmakers-Propose-A-Major-Clean-Energy-Stimulus.html …","['#clean', '#energy', '#decarbonize', '#economies']","{'neg': 0.0, 'neu': 0, 'pos': 0.303, 'compound': 0}",pos
478,piotrkosowski6,"Structure of electricity production in Turkey (2018 vs. 1990)

#electricity, #Europe, #Production, #RenewableEnergy, #Renewables, #FossilFuels, #NuclearEnergy, #oil, #NaturalGas, #Turkey pic.twitter.com/bjcggc9aJm","['#electricity', '#europe', '#production', '#renewableenergy', '#renewables', '#fossilfuels', '#nuclearenergy', '#oil', '#naturalgas', '#turkey']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
479,piotrkosowski6,"Gross electricity production in Turkey

#electricity, #Europe, #Production, #RenewableEnergy, #Renewables, #FossilFuels, #NuclearEnergy, #oil, #NaturalGas, #Turkey pic.twitter.com/yB3WmjPkop","['#electricity', '#europe', '#production', '#renewableenergy', '#renewables', '#fossilfuels', '#nuclearenergy', '#oil', '#naturalgas', '#turkey']","{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': 0}",neu
480,eddiemackeral4,The rotters. We need good clean #NuclearEnergy,['#nuclearenergy'],"{'neg': 0.0, 'neu': 0, 'pos': 0.528, 'compound': 0}",pos
481,timmac1961,"Can’t believe some of the commenting here, arguing for nuclear energy. Renewable energy surely, is about giving our descendants a healthier world to live in. Nuclear waste really shouldn’t be a problem to be faced by future generations. We are the caretakers of today.",[],"{'neg': 0.155, 'neu': 0, 'pos': 0.173, 'compound': 0}",pos
482,elegymalam,"Ooooo begituuu, baiqlah sekarang aku paham hihi",[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
483,elegymalam,Lah??? Aku termskan hoax dong...,[],"{'neg': 0.398, 'neu': 0, 'pos': 0.0, 'compound': 0}",neg
484,elegymalam,Lahhh?? Apakah aku termakan hoax???? Soalnya temenku bilang mau diganti pake rapot????,[],"{'neg': 0.218, 'neu': 0.782, 'pos': 0.0, 'compound': 0}",neu
485,elegymalam,lohhh apakah aku termakan hoax? Soalnya temen aku bilang sbm mau diganti pake nilai rapot,[],"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': 0}",neu
486,elegymalam,loh jadinya gimana kakk,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
487,uknuclearenergy,GB Grid: #Nuclear is generating 4.04GW (19.32%) out of 20.89GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
488,amatewasu,"The economics of nuclear energy
 https://youtu.be/UC_BCz0pzMw ",[],"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0}",neu
489,elegymalam,"Bentar, aku lama gak on mau tanya. SBM pake rapot?",[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
490,oblivious_leigh,hey did you know 75% of frances energy comes from nuclear energy,[],"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0}",neu
491,leoyd850,#auspol Yes We need #thorium We need #nuclear medicine Yes  https://www.youtube.com/watch?v=4mDuX--vzH8 … We need Reliable ULTRA Low CO2 #NuclearEnergy  pic.twitter.com/nRuqF2672f,"['#auspol', '#thorium', '#nuclear', '#nuclearenergy']","{'neg': 0.086, 'neu': 0, 'pos': 0.22, 'compound': 0}",pos
492,mhehedzherting,"""...the £ per kwh on nuclear energy supply will be just as much....In fact people will end up paying more for nuclear""

Really?

Unlike the intermittents, Nuclear can generate 24/7 and so needs no expensive back-up capacity, nor expensive grid-stabilisation measures.  pic.twitter.com/FqTjPJ7zN2",[],"{'neg': 0.056, 'neu': 0.897, 'pos': 0.047, 'compound': 0}",neu
493,iam__network,"Cheap Renewable Energy an Asset for COVID-19 Recovery: Report 

READ MORE:  https://blog.iammarketingmedia.com/cheap-renewable-energy-an-asset-for-covid-19-recovery-report/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills pic.twitter.com/gr4jnE7fwj","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0}",neu
494,cofekrebranded,"As you follow #BudgetKe2020 presentation today, we invite you to register for very interesting webinars set for Monday and Tuesday, on #CookingGas regulations and nuclear energy, respectively. Sign up now:  https://www.webo.directory//COFEK/websitewebpage.php?catID=765 … #UhurusBudgetBreakdown #COVID19 #ConsumerVoice pic.twitter.com/QRCAZMYBQk","['#budgetke2020', '#cookinggas', '#uhurusbudgetbreakdown', '#covid19', '#consumervoice']","{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0}",neu
